teamName,year,division,village,grandPrizeLevel,top10,medal,specialPrizes,villageAwards
"ZJU-China","2021","Undergraduate","Therapeutics","Top 10","true","Gold","Best Hardware (Nominee) | Best Measurement (Nominee) | Best New Basic Part (Winner) | Best New Composite Part (Nominee) | Best Part Collection (Nominee) | Best Safety & Security (Winner) | Best Software Tool (Winner) | Best Wiki (Nominee)","Best Therapeutics Project (Winner)"
"Aachen","2022","Graduate","Environment","","false","Gold","Best Hardware (Nominee)","Best Environment (Nominee)"
"AFCM-Egypt","2022","Undergraduate","Diagnostics","","false","Gold","Safety and Security Award (Nominee)",""
"Athens","2022","Graduate","Foundational Advance","","false","Gold","Best Education (Nominee) | Safety and Security Award (Nominee)",""
"Austin_UTexas","2022","Undergraduate","Foundational Advance","Top 10","true","Gold","Best Part Collection (Nominee) | Best Presentation (Nominee)","Best Foundational Advance (Winner)"
"BFSU-ICUnited","2022","High School","High School","","false","Silver","Best New Composite Part (Nominee)",""
"Bio-Brussels","2022","Undergraduate","Biomanufacturing","","false","Gold","Best Education (Nominee)",""
"BJEA_China","2022","High School","High School","","false","Silver","Best New Basic Part (Nominee) | Inclusivity Award (Nominee)",""
"BostonU_HW","2022","Undergraduate","Environment","","false","Gold","","Best Environment (Nominee)"
"BS_United_China","2022","High School","High School","Top 10","true","Gold","Best Integrated Human Practices (Nominee) | Best Part Collection (Nominee) | Best Wiki (Nominee)",""
"Calgary","2022","Undergraduate","Food & Nutrition","","false","Gold","Best Sustainable Development Impact (Winner)",""
"Cambridge","2022","Undergraduate","Foundational Advance","","false","Gold","Best New Basic Part (Nominee)",""
"CAU_China","2022","Undergraduate","Biomanufacturing","Top 10","true","Gold","Best New Composite Part (Nominee) | Best Part Collection (Nominee) | Best Software Tool (Nominee)","Best Biomanufacturing (Winner)"
"Chalmers-Gothenburg","2022","Graduate","Diagnostics","","false","Gold","Best Software Tool (Nominee)",""
"City_of_London_UK","2022","High School","High School","","false","Silver","Best Model (Nominee) | Best Presentation (Nominee)",""
"CPU_CHINA","2022","Undergraduate","Diagnostics","","false","Gold","","Best Diagnostics (Nominee)"
"CU-Boulder","2022","Undergraduate","Biomanufacturing","","false","Bronze","Best Plant Synthetic Biology (Nominee)",""
"DUT_China","2022","Undergraduate","Foundational Advance","","false","Gold","Best New Basic Part (Nominee)","Best Foundational Advance (Nominee)"
"Edinburgh-UHAs_Ghana","2022","Undergraduate","Environment","","false","Gold","","Best Environment (Nominee)"
"EPFL","2022","Graduate","Biomanufacturing","Top 10","true","Gold","Best Presentation (Nominee) | Best Sustainable Development Impact (Nominee) | Best Wiki (Nominee)","Best Biomanufacturing (Nominee)"
"Estonia_TUIT","2022","Undergraduate","Biomanufacturing","","false","Silver","Best Wiki (Nominee)",""
"Evry_Paris-Saclay","2022","Graduate","Diagnostics","","false","Gold","Best Measurement (Nominee)",""
"Exeter","2022","Undergraduate","Biomanufacturing","","false","Gold","Best Integrated Human Practices (Nominee) | Inclusivity Award (Winner)","Best Biomanufacturing (Nominee)"
"Freiburg","2022","Graduate","Foundational Advance","","false","Gold","","Best Foundational Advance (Winner)"
"Fudan","2022","Undergraduate","Biomanufacturing","","false","Gold","Best Measurement (Winner) | Best New Basic Part (Winner) | Best New Composite Part (Nominee) | Best Part Collection (Winner) | Best Software Tool (Nominee)",""
"Fujian_United","2022","High School","High School","","false","Gold","Best Presentation (Nominee)",""
"GEMS_Taiwan","2022","High School","High School","","false","Gold","Best Education (Nominee) | Best Model (Winner) | Best Supporting Entrepreneurship (Winner) | Best Wiki (Nominee) | Safety and Security Award (Nominee)",""
"GreatBay_SCIE","2022","High School","High School","","false","Gold","Best New Basic Part (Nominee) | Best Sustainable Development Impact (Nominee)",""
"Groningen","2022","Graduate","Therapeutics","","false","Gold","Safety and Security Award (Nominee)",""
"HKUST","2022","Undergraduate","Food & Nutrition","2nd Runner-up","true","Gold","Best Integrated Human Practices (Nominee) | Best Presentation (Nominee) | Best Sustainable Development Impact (Nominee) | Best Wiki (Nominee) | Safety and Security Award (Winner)","Best Food & Nutrition (Nominee)"
"Hopkins","2022","Undergraduate","Food & Nutrition","","false","Gold","Best Plant Synthetic Biology (Nominee)",""
"ICJFLS","2022","High School","High School","","false","Gold","Best Integrated Human Practices (Nominee) | Best Model (Nominee) | Best Wiki (Nominee)",""
"IISc-Bengaluru","2022","Undergraduate","Climate Crisis","","false","Gold","","Best Climate Crisis (Nominee)"
"IISER_Mohali","2022","Undergraduate","Foundational Advance","","false","Gold","Best Software Tool (Nominee)","Best Foundational Advance (Nominee)"
"IISER_TVM","2022","Undergraduate","Therapeutics","","false","Gold","Best Education (Nominee) | Safety and Security Award (Nominee) | Inclusivity Award (Nominee)","Best Therapeutics (Nominee)"
"IISER-Pune2_India","2022","Undergraduate","Therapeutics","Top 10","true","Gold","Best Integrated Human Practices (Nominee) | Best Measurement (Nominee) | Best Model (Nominee) | Best New Basic Part (Nominee) | Best Presentation (Nominee) | Best Supporting Entrepreneurship (Nominee) | Inclusivity Award (Nominee)","Best Therapeutics (Nominee)"
"IISER-Tirupati_India","2022","Undergraduate","Diagnostics","","false","Gold","","Best Diagnostics (Nominee)"
"Imperial_College_London","2022","Undergraduate","Food & Nutrition","Top 10","true","Gold","Best Supporting Entrepreneurship (Nominee) | Best Wiki (Nominee)","Best Food & Nutrition (Nominee)"
"INSA_Lyon1","2022","Undergraduate","Food & Nutrition","1st Runner-up","true","Gold","Best Education (Winner) | Best Hardware (Winner) | Best Integrated Human Practices (Nominee) | Best New Composite Part (Winner) | Best Part Collection (Nominee) | Best Presentation (Winner) | Best Software Tool (Nominee) | Best Sustainable Development Impact (Nominee) | Best Wiki (Winner)","Best Food & Nutrition (Winner)"
"Ionis_Paris","2022","Undergraduate","Climate Crisis","Top 10","true","Gold","Best Hardware (Nominee) | Best Sustainable Development Impact (Nominee) | Best Wiki (Nominee)","Best Climate Crisis (Winner)"
"KEYSTONE","2022","High School","High School","","false","Gold","Best Integrated Human Practices (Nominee)",""
"Korea_HS","2022","High School","High School","Top 10","true","Gold","Best Education (Winner) | Best Presentation (Nominee) | Best Sustainable Development Impact (Nominee)",""
"Lambert_GA","2022","High School","High School","Grand Prize Winner","true","Gold","Best Hardware (Nominee) | Best Integrated Human Practices (Nominee) | Best Model (Nominee) | Best Presentation (Winner) | Best Wiki (Winner) | Inclusivity Award (Nominee)",""
"Leiden","2022","Graduate","Biomanufacturing","Top 10","true","Gold","Best Measurement (Nominee) | Best Model (Nominee) | Best Presentation (Nominee) | Best Supporting Entrepreneurship (Winner) | Best Wiki (Winner) | Safety and Security Award (Winner)",""
"Linkoping_Sweden","2022","Graduate","Diagnostics","","false","Gold","","Best Diagnostics (Nominee)"
"LINKS_China","2022","High School","High School","","false","Gold","Best New Basic Part (Winner) | Best New Composite Part (Nominee) | Best Part Collection (Winner) | Best Sustainable Development Impact (Nominee) | Best Wiki (Nominee)",""
"Lund","2022","Graduate","Conservation","","false","Gold","Safety and Security Award (Nominee)",""
"LZU-CHINA","2022","Graduate","Therapeutics","","false","Gold","Best New Basic Part (Nominee) | Best New Composite Part (Winner) | Inclusivity Award (Nominee)","Best Therapeutics (Nominee)"
"McGill","2022","Undergraduate","Food & Nutrition","Top 10","true","Gold","Best Presentation (Nominee) | Best Wiki (Nominee)",""
"Mingdao","2022","High School","High School","","false","Gold","Best Education (Nominee) | Best New Basic Part (Nominee) | Best New Composite Part (Winner) | Best Part Collection (Nominee) | Best Wiki (Nominee) | Safety and Security Award (Winner) | Inclusivity Award (Nominee)",""
"MIT_MAHE","2022","Graduate","Food & Nutrition","","false","Gold","Best Education (Nominee) | Best Presentation (Nominee) | Best Software Tool (Nominee) | Best Wiki (Nominee)","Best Food & Nutrition (Nominee)"
"Montpellier","2022","Graduate","Food & Nutrition","1st Runner-up","true","Gold","Best Integrated Human Practices (Nominee) | Best Presentation (Nominee) | Best Supporting Entrepreneurship (Nominee) | Best Wiki (Nominee)","Best Food & Nutrition (Nominee)"
"Munich","2022","Undergraduate","Therapeutics","Top 10","true","Gold","Best Model (Nominee) | Best Presentation (Nominee) | Best Software Tool (Winner) | Best Wiki (Nominee)","Best Therapeutics (Nominee)"
"Nanjing_NFLS","2022","High School","High School","Top 10","true","Gold","Best Presentation (Nominee) | Best Wiki (Nominee)",""
"Nanjing-China","2022","Undergraduate","Climate Crisis","","false","Gold","Best New Composite Part (Nominee) | Best Sustainable Development Impact (Nominee) | Safety and Security Award (Nominee)","Best Climate Crisis (Nominee)"
"NMU_China","2022","Undergraduate","Therapeutics","","false","Gold","Best Model (Nominee)",""
"NU_Kazakhstan","2022","Undergraduate","Diagnostics","","false","Gold","Inclusivity Award (Nominee)",""
"NYC_Empire_State","2022","High School","High School","Top 10","true","Gold","Best Presentation (Nominee) | Best Wiki (Nominee)",""
"NYCU_Formosa","2022","Undergraduate","Biomanufacturing","","false","Gold","","Best Biomanufacturing (Nominee)"
"Paris_Bettencourt","2022","Graduate","Foundational Advance","","false","Gold","","Best Foundational Advance (Nominee)"
"Patras_Medicine","2022","Undergraduate","Diagnostics","","false","Gold","Best Wiki (Winner)","Best Diagnostics (Winner)"
"PuiChing_Macau","2022","High School","High School","1st Runner-up","true","Gold","Best Hardware (Winner) | Best Presentation (Nominee) | Best Sustainable Development Impact (Winner)",""
"RDFZ-CHINA","2022","High School","High School","","false","Gold","Safety and Security Award (Nominee)",""
"REC-CHENNAI","2022","Undergraduate","Environment","","false","Gold","","Best Environment (Winner)"
"Rochester","2022","Undergraduate","Food & Nutrition","","false","Gold","Best Hardware (Nominee) | Best Measurement (Nominee) | Best New Composite Part (Nominee)",""
"RUM-UPRM","2022","Undergraduate","Environment","","false","Gold","Best Education (Nominee)",""
"Seoul_Korea","2022","High School","High School","Top 10","true","Gold","Best Education (Nominee) | Best Integrated Human Practices (Winner) | Best Model (Nominee) | Best Supporting Entrepreneurship (Winner) | Best Sustainable Development Impact (Nominee) | Safety and Security Award (Nominee) | Inclusivity Award (Winner)",""
"Sesame_Shenzhen","2022","High School","High School","","false","Gold","Best Supporting Entrepreneurship (Nominee)",""
"Sheffield","2022","Graduate","Foundational Advance","","false","Gold","Best Hardware (Nominee)",""
"SHSBNU_China","2022","High School","High School","Top 10","true","Gold","Best Presentation (Nominee) | Best Wiki (Nominee)",""
"Shym_BIL_NIS","2022","High School","High School","","false","Bronze","Best Education (Nominee)",""
"Sogang_Korea","2022","Undergraduate","Foundational Advance","","false","Gold","Best Hardware (Nominee) | Best Presentation (Nominee) | Best Software Tool (Nominee)",""
"Sorbonne_U_Paris","2022","Graduate","Food & Nutrition","","false","Gold","Best Education (Nominee) | Best Plant Synthetic Biology (Winner) | Best Presentation (Nominee)",""
"Stockholm","2022","Graduate","Therapeutics","","false","Silver","Inclusivity Award (Nominee)",""
"SubCat_China","2022","High School","High School","","false","Gold","Best Presentation (Nominee)",""
"SZPT-CHINA","2022","Undergraduate","Foundational Advance","","false","Gold","Best Education (Nominee)",""
"SZU-China","2022","Undergraduate","Biomanufacturing","","false","Gold","Best New Basic Part (Nominee)","Best Biomanufacturing (Nominee)"
"TAU_Israel","2022","Graduate","Foundational Advance","","false","Gold","Best Model (Winner) | Best Software Tool (Nominee)",""
"Tec-Chihuahua","2022","Undergraduate","Food & Nutrition","","false","Gold","Inclusivity Award (Nominee)",""
"Technion-Israel","2022","Graduate","Biomanufacturing","Top 10","true","Gold","Best Education (Nominee) | Best Integrated Human Practices (Nominee) | Best Measurement (Winner) | Best New Composite Part (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee) | Inclusivity Award (Nominee)","Best Biomanufacturing (Winner)"
"Thailand_RIS","2022","High School","High School","Top 10","true","Silver","Best Presentation (Nominee)",""
"Thessaloniki","2022","Undergraduate","Therapeutics","","false","Silver","Best Supporting Entrepreneurship (Nominee)",""
"Thessaloniki_Meta","2022","Graduate","Diagnostics","Top 10","true","Gold","Best Measurement (Nominee) | Best Model (Nominee) | Best New Basic Part (Nominee) | Best New Composite Part (Nominee) | Best Part Collection (Nominee) | Best Supporting Entrepreneurship (Nominee)","Best Diagnostics (Winner)"
"Thessaly","2022","Graduate","Environment","Top 10","true","Gold","Best Integrated Human Practices (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee)","Best Environment (Winner)"
"THINKER_CHINA","2022","High School","High School","","false","Silver","Best Hardware (Nominee)",""
"Toronto","2022","Undergraduate","Conservation","","false","Gold","","Best Conservation (Nominee)"
"Toulouse_INSA-UPS","2022","Undergraduate","Diagnostics","","false","Gold","Best Education (Nominee) | Best Supporting Entrepreneurship (Nominee)","Best Diagnostics (Nominee)"
"Tsinghua","2022","Undergraduate","Diagnostics","","false","Silver","Best Software Tool (Nominee)",""
"TU_Dresden","2022","Graduate","Therapeutics","","false","Gold","Best New Composite Part (Nominee) | Best Part Collection (Nominee)","Best Therapeutics (Nominee)"
"TU-Eindhoven","2022","Undergraduate","Therapeutics","Grand Prize Winner","true","Gold","Best Integrated Human Practices (Winner) | Best Model (Winner) | Best Presentation (Winner) | Best Supporting Entrepreneurship (Winner) | Best Wiki (Nominee)","Best Therapeutics (Winner)"
"TUDelft","2022","Graduate","Diagnostics","","false","Gold","Best Hardware (Nominee) | Best Supporting Entrepreneurship (Nominee) | Best Sustainable Development Impact (Nominee) | Safety and Security Award (Nominee)","Best Diagnostics (Nominee)"
"Tuebingen","2022","Graduate","Environment","","false","Silver","","Best Environment (Nominee)"
"UBC-Okanagan","2022","Undergraduate","Climate Crisis","","false","Gold","Best Wiki (Nominee)",""
"UCL","2022","Undergraduate","Climate Crisis","","false","Gold","Best Presentation (Nominee)","Best Climate Crisis (Nominee)"
"UCopenhagen","2022","Graduate","Conservation","Grand Prize Winner","true","Gold","Best Education (Winner) | Best Integrated Human Practices (Winner) | Best Model (Nominee) | Best New Basic Part (Nominee) | Best New Composite Part (Nominee) | Best Part Collection (Winner) | Best Presentation (Winner) | Best Sustainable Development Impact (Winner) | Best Wiki (Nominee) | Inclusivity Award (Winner)","Best Conservation (Winner)"
"UCSC","2022","Undergraduate","Therapeutics","","false","Gold","","Best Therapeutics (Nominee)"
"UESTC-BioTech","2022","Undergraduate","Climate Crisis","","false","Gold","Best Plant Synthetic Biology (Nominee)",""
"UFMG_UFV_Brazil","2022","Graduate","Therapeutics","","false","Gold","Best Hardware (Winner) | Best Sustainable Development Impact (Nominee) | Inclusivity Award (Nominee)","Best Therapeutics (Nominee)"
"UNILausanne","2022","Graduate","Environment","Top 10","true","Gold","Best New Basic Part (Nominee) | Best Wiki (Nominee)","Best Environment (Nominee)"
"UniofBath","2022","Graduate","Food & Nutrition","","false","Gold","Best Sustainable Development Impact (Nominee)",""
"UTokyo","2022","Undergraduate","Foundational Advance","","false","Gold","Best Model (Nominee)","Best Foundational Advance (Nominee)"
"UZurich","2022","Graduate","Therapeutics","Top 10","true","Gold","Best Integrated Human Practices (Nominee) | Best Model (Nominee) | Best New Basic Part (Winner) | Best Part Collection (Nominee) | Best Wiki (Nominee)","Best Therapeutics (Winner)"
"Vilnius-Lithuania","2022","Undergraduate","Environment","","false","Gold","","Best Environment (Nominee)"
"Virginia","2022","Undergraduate","Diagnostics","","false","Gold","","Best Diagnostics (Nominee)"
"Wageningen_UR","2022","Graduate","Diagnostics","","false","Gold","Best Presentation (Nominee)",""
"Warwick","2022","Graduate","Environment","","false","Gold","","Best Environment (Nominee)"
"Waseda_Tokyo","2022","Undergraduate","Foundational Advance","","false","Gold","","Best Foundational Advance (Nominee)"
"Wego_Taipei","2022","High School","High School","Top 10","true","Gold","Best Hardware (Nominee) | Best New Basic Part (Nominee) | Best New Composite Part (Nominee) | Best Part Collection (Nominee) | Best Wiki (Nominee) | Safety and Security Award (Winner)",""
"William_and_Mary","2022","Undergraduate","Software & AI","","false","Gold","Best Model (Nominee) | Best Presentation (Nominee)","Best Software & AI (Winner)"
"WWU_Muenster","2022","Graduate","Biomanufacturing","Top 10","true","Gold","Best Education (Nominee) | Best Part Collection (Nominee) | Best Presentation (Nominee) | Best Software Tool (Winner) | Best Wiki (Nominee)","Best Biomanufacturing (Nominee)"
"XJTLU-CHINA","2022","Undergraduate","Environment","","false","Gold","","Best Environment (Nominee)"
"XMU-China","2022","Undergraduate","Food & Nutrition","","false","Gold","Best Measurement (Nominee) | Best Part Collection (Nominee)",""
"YkPaO","2022","High School","High School","","false","Gold","Best Wiki (Nominee)",""
"ZJU-China","2022","Undergraduate","Biomanufacturing","","false","Gold","Best Hardware (Nominee) | Best Measurement (Nominee) | Safety and Security Award (Nominee)","Best Biomanufacturing (Nominee)"
"Aachen","2023","Graduate","Bioremediation","","false","Silver","Best Sustainable Development Impact (Nominee)",""
"Aalto-Helsinki","2023","Graduate","Environment","","false","Gold","Best Integrated Human Practices (Nominee) | Best Wiki (Nominee) | Best Education (Nominee)","Best Environment (Nominee)"
"AFCM-Egypt","2023","Undergraduate","Therapeutics","","false","Gold","Best Model (Nominee) | Best Sustainable Development Impact (Nominee)",""
"AIS-China","2023","High School","High School","Top 10","true","Gold","Best New Improved Part (Winner) | Best Integrated Human Practices (Nominee) | Best Entrepreneurship (Nominee) | Best Wiki (Nominee)",""
"Alma","2023","Undergraduate","Bioremediation","","false","Gold","","Best Bioremediation (Nominee)"
"ASIJ-Tokyo","2023","High School","High School","","false","Gold","Best Education (Nominee)",""
"Austin-UTexas","2023","Undergraduate","Agriculture","","false","Gold","Best Part Collection (Nominee) | Best Sustainable Development Impact (Nominee)","Best Agriculture (Nominee)"
"BAID-China","2023","High School","High School","","false","Gold","Best Presentation (Nominee)",""
"Barcelona-UB","2023","Undergraduate","Bioremediation","","false","Gold","","Best Bioremediation (Nominee)"
"BASIS-China","2023","High School","High School","1st Runner-up","true","Gold","Best New Composite Part (Nominee) | Safety and Security Award (Winner) | Best Integrated Human Practices (Nominee) | Best Presentation (Nominee) | Best Wiki (Winner)",""
"BJEA-China","2023","High School","High School","","false","Gold","Best New Basic Part (Nominee) | Best Model (Winner) | Inclusivity Award (Nominee)",""
"BJHS","2023","High School","High School","","false","Silver","Best Part Collection (Nominee)",""
"BNDS-China","2023","High School","High School","Top 10","true","Gold","Best New Basic Part (Winner)",""
"BNU-China","2023","Undergraduate","Biomanufacturing","","false","Gold","Best New Basic Part (Winner)","Best Biomanufacturing (Nominee)"
"BNUZH-China","2023","Undergraduate","Therapeutics","","false","Gold","Best Education (Nominee)",""
"BostonU-HW","2023","Undergraduate","Foundational Advance","","false","Silver","Best Software Tool (Nominee)",""
"BS-United-China","2023","High School","High School","","false","Silver","Best New Basic Part (Nominee) | Best Presentation (Nominee)",""
"BUCT-China","2023","Graduate","Diagnostics","","false","Silver","Best New Basic Part (Nominee)","Best Diagnostics (Nominee)"
"BZK-SH","2023","High School","High School","","false","Gold","Best Model (Nominee)",""
"CAU-China","2023","Undergraduate","Biomanufacturing","","false","Gold","Best New Basic Part (Nominee)",""
"CCU-Taiwan","2023","Graduate","Diagnostics","","false","Gold","","Best Diagnostics (Nominee)"
"CPU-CHINA","2023","Undergraduate","Therapeutics","","false","Gold","Best New Basic Part (Nominee)",""
"DTU-Denmark","2023","Graduate","Environment","Top 10","true","Gold","Best Software Tool (Nominee) | Best Wiki (Nominee)","Best Environment (Winner)"
"DUT-China","2023","Undergraduate","Diagnostics","","false","Gold","","Best Diagnostics (Nominee)"
"EastCoastBioCrew","2023","High School","High School","","false","Gold","Best Sustainable Development Impact (Nominee)",""
"Edinburgh","2023","Graduate","Climate Crisis","","false","Gold","Best New Basic Part (Nominee) | Safety and Security Award (Winner)",""
"EPFL","2023","Graduate","Therapeutics","","false","Gold","Safety and Security Award (Nominee) | Best Education (Winner)","Best Therapeutics (Nominee)"
"Estonia-TUIT","2023","Graduate","Conservation","Grand Prize Winner","true","Gold","Best Measurement (Winner) | Best Presentation (Nominee) | Best Wiki (Nominee) | Best Education (Nominee)","Best Conservation (Winner)"
"Evry-Paris-Saclay","2023","Graduate","Therapeutics","","false","Gold","Best Hardware (Winner) | Best Software Tool (Nominee)",""
"Freiburg","2023","Graduate","Foundational Advance","Top 10","true","Gold","Best New Composite Part (Nominee) | Best Wiki (Nominee)","Best Foundational Advance (Nominee)"
"Fudan","2023","Undergraduate","Environment","","false","Gold","Best Software Tool (Winner) | Best Wiki (Nominee)","Best Environment (Winner)"
"GEMS-Taiwan","2023","High School","High School","Top 10","true","Gold","iGEMers Prize (Winner)",""
"GreatBay-SCIE","2023","High School","High School","Top 10","true","Gold","Best Hardware (Winner) | Best Integrated Human Practices (Winner) | Best Presentation (Nominee) | Best Wiki (Nominee)",""
"Hamburg","2023","Graduate","Therapeutics","","false","Gold","Best Presentation (Winner)","Best Therapeutics (Nominee)"
"Hangzhou-BioX","2023","High School","High School","","false","Gold","Best Part Collection (Winner)",""
"Heidelberg","2023","Graduate","Bioremediation","Top 10","true","Gold","Best New Composite Part (Winner) | Best Model (Nominee) | Best Sustainable Development Impact (Winner) | Best Wiki (Nominee)","Best Bioremediation (Winner)"
"HK-Joint-School","2023","High School","High School","","false","Gold","Best Sustainable Development Impact (Nominee) | Best Education (Nominee)",""
"HongKong-JSS","2023","High School","High School","Top 10","true","Gold","Best Integrated Human Practices (Nominee)",""
"HUST-China","2023","Undergraduate","Climate Crisis","Top 10","true","Gold","Best New Composite Part (Winner) | Best Integrated Human Practices (Winner) | Best Presentation (Winner) | Best Wiki (Nominee) | iGEMers Prize (Winner) | Best Promotion Video (Winner)","Best Climate Crisis (Winner)"
"IISER-Pune-India","2023","Undergraduate","Climate Crisis","Top 10","true","Gold","Best Integrated Human Practices (Nominee) | Best Presentation (Nominee) | Best Education (Winner)","Best Climate Crisis (Nominee)"
"IISER-TVM","2023","Undergraduate","Diagnostics","","false","Gold","Best Integrated Human Practices (Nominee)","Best Diagnostics (Winner)"
"IIT-Roorkee","2023","Undergraduate","Diagnostics","","false","Gold","","Best Diagnostics (Nominee)"
"INSAENSLyon1","2023","Graduate","Therapeutics","","false","Gold","Best Software Tool (Winner) | Best Integrated Human Practices (Nominee)","Best Therapeutics (Nominee)"
"Japan-United","2023","High School","High School","Grand Prize Winner","true","Gold","Best New Basic Part (Nominee) | Best Entrepreneurship (Winner) | Best Presentation (Winner) | Best Wiki (Nominee) | Best Education (Winner)",""
"JCVI-UCSD","2023","Undergraduate","Climate Crisis","","false","Silver","Best Presentation (Nominee)",""
"Korea-HS","2023","High School","High School","","false","Gold","Best Measurement (Winner) | Best Integrated Human Practices (Nominee) | Best Sustainable Development Impact (Winner)",""
"KUAS-SEOUL","2023","Graduate","Diagnostics","","false","Gold","","Best Diagnostics (Nominee)"
"Kyoto","2023","Undergraduate","Agriculture","","false","Gold","Best Wiki (Nominee)","Best Agriculture (Nominee)"
"Lambert-GA","2023","High School","High School","Top 10","true","Gold","Best Measurement (Nominee) | Best Model (Nominee) | Inclusivity Award (Nominee) | Best Wiki (Nominee)",""
"Latvia-Riga","2023","Graduate","Foundational Advance","","false","Gold","Best New Basic Part (Nominee)",""
"Leiden","2023","Graduate","Biomanufacturing","1st Runner-up","true","Gold","Best Model (Nominee) | Best Entrepreneurship (Winner) | Best Sustainable Development Impact (Nominee) | Best Presentation (Nominee) | Best Wiki (Winner)","Best Biomanufacturing (Winner)"
"LINKS-China","2023","High School","High School","Top 10","true","Gold","Best Part Collection (Nominee) | Best Model (Nominee) | Best Wiki (Nominee)",""
"Marburg","2023","Graduate","Foundational Advance","","false","Gold","Best New Composite Part (Nominee) | Best Plant Synthetic Biology (Winner)",""
"McGill","2023","Undergraduate","Therapeutics","Grand Prize Winner","true","Gold","Best Part Collection (Winner) | Best Presentation (Winner) | Best Wiki (Nominee)","Best Therapeutics (Winner)"
"Michigan","2023","Undergraduate","Diagnostics","","false","Gold","","Best Diagnostics (Nominee)"
"MSP-Maastricht","2023","Undergraduate","Biomanufacturing","Top 10","true","Gold","Best New Composite Part (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee)","Best Biomanufacturing (Nominee)"
"MunichBioinformatics","2023","Graduate","Software & AI","","false","Gold","Best Presentation (Nominee)","Best Software & AI (Nominee)"
"Nanjing-SDG","2023","High School","High School","Top 10","true","Silver","Best New Improved Part (Nominee) | Best Part Collection (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee)",""
"NAU-CHINA","2023","Undergraduate","Food & Nutrition","","false","Gold","Best Part Collection (Nominee)","Best Food & Nutrition (Nominee)"
"NavarraBG","2023","High School","High School","","false","Silver","Best Presentation (Nominee)",""
"NIS-Kazakhstan","2023","High School","High School","","false","Gold","Inclusivity Award (Winner) | Best Education (Nominee) | Best Promotion Video (Winner)",""
"NJTech-China-A","2023","Undergraduate","Bioremediation","","false","Gold","Best New Improved Part (Nominee)",""
"NJTech-China-B","2023","Undergraduate","Biomanufacturing","","false","Gold","Best New Improved Part (Winner)",""
"NJU-China","2023","Undergraduate","Foundational Advance","","false","Gold","Best New Basic Part (Nominee)",""
"NMU-China","2023","Undergraduate","Therapeutics","","false","Gold","Safety and Security Award (Winner)","Best Therapeutics (Nominee)"
"NNU-CHINA","2023","Undergraduate","Bioremediation","","false","Gold","Best New Basic Part (Nominee)","Best Bioremediation (Nominee)"
"NUDT-CHINA","2023","Undergraduate","Therapeutics","","false","Gold","","Best Therapeutics (Nominee)"
"NUS-Singapore","2023","Undergraduate","Foundational Advance","2nd Runner-up","true","Gold","Best New Composite Part (Nominee) | Best Model (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee)","Best Foundational Advance (Winner)"
"OTIA-Hangzhou","2023","High School","High School","","false","Gold","Best New Composite Part (Nominee) | Best Presentation (Nominee)",""
"Oxford","2023","Undergraduate","Diagnostics","","false","Silver","Safety and Security Award (Nominee)",""
"PuiChing-Macau","2023","High School","High School","","false","Gold","Best New Composite Part (Nominee) | Best Model (Nominee)",""
"RDFZ-CHINA","2023","High School","High School","","false","Gold","Safety and Security Award (Nominee) | Best Wiki (Nominee)",""
"Rochester","2023","Undergraduate","Biomanufacturing","","false","Gold","","Best Biomanufacturing (Nominee)"
"SCU-China","2023","Undergraduate","Environment","","false","Gold","","Best Environment (Nominee)"
"SDU-Denmark","2023","Graduate","Bioremediation","","false","Gold","Best Integrated Human Practices (Winner) | Best Sustainable Development Impact (Nominee) | Best Presentation (Nominee)","Best Bioremediation (Nominee)"
"Shanghai-SDG","2023","High School","High School","","false","Gold","Best Part Collection (Nominee) | Best Wiki (Nominee)",""
"ShanghaiTech-China","2023","Undergraduate","Climate Crisis","Top 10","true","Gold","Best Presentation (Nominee) | Best Wiki (Winner)","Best Climate Crisis (Nominee)"
"Sheffield","2023","Graduate","Foundational Advance","","false","Silver","Best Model (Nominee)",""
"SHSID-China","2023","High School","High School","","false","Gold","Best New Improved Part (Nominee)",""
"SJTU-software","2023","Undergraduate","Software & AI","","false","Silver","","Best Software & AI (Winner)"
"Squirrel-Beijing-I","2023","High School","High School","","false","Gold","Best New Composite Part (Nominee)",""
"Stanford","2023","Undergraduate","Environment","","false","Silver","Best Education (Nominee)","Best Environment (Nominee)"
"SZ-SHD","2023","High School","High School","","false","Gold","Best New Composite Part (Winner) | Best Plant Synthetic Biology (Winner) | Best Sustainable Development Impact (Nominee)",""
"SZU-China","2023","Graduate","Agriculture","Top 10","true","Gold","Best New Basic Part (Winner) | Best Part Collection (Winner) | Best Wiki (Nominee)","Best Agriculture (Winner)"
"Taipei-KCISLK-V1","2023","High School","High School","","false","Gold","Best Presentation (Nominee) | Best Wiki (Nominee)",""
"TAU-Israel","2023","Graduate","Foundational Advance","","false","Gold","Best Software Tool (Nominee)",""
"Tec-Chihuahua","2023","Undergraduate","Food & Nutrition","","false","Gold","Best Integrated Human Practices (Nominee) | Best Entrepreneurship (Winner)","Best Food & Nutrition (Winner)"
